customer_id,company,tenure_months,contract,monthly_charges,total_charges,mrr,payment_method,internet_service,tech_support,online_security,logins_last_30d,support_tickets_last_90d,features_used_pct,churned
CUST-0710,Helix Software,27,One year,80.0,2103.55,248,Electronic check,No,No,No internet,13,1,62.0,0
CUST-0711,ZenithOS,34,Month-to-month,103.27,3784.16,426,Mailed check,No,No,Yes,11,4,25.0,0
CUST-0712,TechVibe,21,Month-to-month,95.47,1990.58,389,Bank transfer,Fiber optic,No internet,No,13,5,41.0,1
CUST-0713,NetPulse,15,Month-to-month,59.66,897.79,144,Electronic check,DSL,No,No,13,1,20.0,1
CUST-0714,Helix Software,12,Month-to-month,102.27,1186.19,386,Electronic check,Fiber optic,No,No internet,21,1,8.0,1
CUST-0715,Apex Digital,10,Month-to-month,68.72,656.51,327,Electronic check,Fiber optic,No internet,No internet,12,5,68.0,1
CUST-0716,Vortex Cloud,63,Month-to-month,56.57,3675.07,198,Electronic check,Fiber optic,No internet,No,13,0,38.0,0
CUST-0717,BlueShift,42,Month-to-month,49.66,1927.14,79,Electronic check,DSL,No,Yes,20,2,83.0,1
CUST-0718,Prism Analytics,72,Month-to-month,57.44,4449.39,214,Mailed check,DSL,Yes,No,10,1,46.0,0
CUST-0719,BlueShift,3,Two year,55.3,175.16,79,Credit card,Fiber optic,No,Yes,15,2,63.0,0
CUST-0720,Quantum SaaS,31,Two year,69.26,2014.26,311,Mailed check,Fiber optic,No,No,21,2,78.0,0
CUST-0721,Vortex Cloud,66,Month-to-month,69.01,4731.4,212,Electronic check,DSL,No,No internet,15,1,41.0,0
CUST-0722,Helix Software,4,Two year,65.08,265.66,165,Electronic check,DSL,No,No,17,3,63.0,0
CUST-0723,Apex Digital,1,One year,75.92,71.13,93,Bank transfer,Fiber optic,No,No,13,3,65.0,1
CUST-0724,DataFlow Inc,32,Month-to-month,94.77,2895.08,239,Mailed check,No,No,No,7,3,35.0,1
CUST-0725,DataFlow Inc,20,Month-to-month,88.74,1742.49,409,Credit card,No,Yes,No,14,1,38.0,1
CUST-0726,BrightPath,44,One year,27.88,1275.6,30,Bank transfer,Fiber optic,No,No,14,0,8.0,0
CUST-0727,Streamline Co,3,One year,20.0,61.66,58,Bank transfer,Fiber optic,No,No,10,2,60.0,0
CUST-0728,Helix Software,38,One year,88.36,3379.33,417,Electronic check,DSL,Yes,No internet,15,1,58.0,0
CUST-0729,Acme Corp,5,Month-to-month,30.83,162.43,80,Bank transfer,Fiber optic,Yes,No internet,13,4,58.0,0
CUST-0730,Helix Software,4,Month-to-month,59.38,249.77,161,Electronic check,Fiber optic,No,Yes,8,4,51.0,1
CUST-0731,Streamline Co,4,Month-to-month,35.75,146.37,118,Credit card,Fiber optic,No,No internet,18,1,50.0,0
CUST-0732,TechVibe,40,Month-to-month,20.0,845.92,57,Bank transfer,Fiber optic,Yes,No,18,0,34.0,0
CUST-0733,Vortex Cloud,26,Month-to-month,78.54,1974.35,132,Electronic check,DSL,No internet,Yes,15,2,72.0,0
CUST-0734,NovaTech,17,Month-to-month,83.98,1536.52,90,Electronic check,DSL,No,Yes,18,2,62.0,0
CUST-0735,BlueShift,10,Two year,50.59,517.53,174,Electronic check,DSL,No internet,Yes,13,4,92.0,0
CUST-0736,BlueShift,50,Two year,20.0,1064.47,94,Bank transfer,DSL,No,No internet,17,1,68.0,0
CUST-0737,CloudNine,11,Month-to-month,51.34,569.97,73,Electronic check,DSL,No,No,20,1,46.0,1
CUST-0738,Helix Software,40,Two year,74.8,2823.51,138,Bank transfer,No,No internet,No,18,2,68.0,1
CUST-0739,ZenithOS,13,Month-to-month,28.03,367.48,70,Electronic check,Fiber optic,No,Yes,20,6,32.0,1
CUST-0740,Pixel Labs,11,Month-to-month,69.58,745.65,295,Bank transfer,Fiber optic,No,No,15,1,40.0,1
CUST-0741,NovaTech,14,Month-to-month,64.62,940.41,134,Credit card,No,Yes,Yes,8,0,15.0,1
CUST-0742,ZenithOS,8,One year,79.48,632.76,360,Bank transfer,No,No,No,23,1,26.0,1
CUST-0743,Skyward Tech,33,Two year,67.99,2394.5,83,Bank transfer,Fiber optic,Yes,No,16,1,69.0,0
CUST-0744,Pixel Labs,16,One year,40.67,673.9,194,Electronic check,No,Yes,Yes,9,0,56.0,0
CUST-0745,Acme Corp,6,Month-to-month,94.91,590.48,308,Electronic check,DSL,Yes,No internet,18,1,35.0,1
CUST-0746,Helix Software,55,One year,61.04,3167.29,222,Bank transfer,DSL,Yes,Yes,13,1,80.0,0
CUST-0747,Quantum SaaS,11,Month-to-month,64.32,776.04,159,Mailed check,Fiber optic,No internet,No,12,4,34.0,0
CUST-0748,Pixel Labs,18,Two year,41.67,801.32,172,Mailed check,Fiber optic,Yes,No,22,6,45.0,0
CUST-0749,Streamline Co,56,One year,53.92,3194.05,90,Electronic check,Fiber optic,No,No,14,1,10.0,0
CUST-0750,DataFlow Inc,23,Month-to-month,42.88,952.75,51,Electronic check,DSL,No internet,Yes,13,1,58.0,0
CUST-0751,Streamline Co,2,One year,60.68,122.22,157,Electronic check,DSL,No,Yes,17,1,68.0,0
CUST-0752,BrightPath,67,One year,107.79,6697.77,476,Credit card,Fiber optic,Yes,No internet,6,2,31.0,0
CUST-0753,Streamline Co,23,Month-to-month,30.7,711.53,123,Electronic check,DSL,No,Yes,16,0,73.0,0
CUST-0754,ZenithOS,9,One year,24.66,206.22,76,Bank transfer,Fiber optic,No,No internet,15,5,46.0,0
CUST-0755,ZenithOS,3,Month-to-month,101.78,308.58,335,Electronic check,Fiber optic,No,No internet,12,2,52.0,1
CUST-0756,DataFlow Inc,37,One year,59.77,2277.27,91,Bank transfer,Fiber optic,No,Yes,21,2,68.0,0
CUST-0757,Catalyst AI,23,Two year,48.27,1085.83,211,Electronic check,Fiber optic,No internet,Yes,9,1,27.0,0
CUST-0758,Streamline Co,18,Two year,91.0,1637.52,377,Credit card,No,No,No,22,1,51.0,0
CUST-0759,Streamline Co,53,One year,49.86,2841.12,181,Credit card,Fiber optic,No,No internet,15,1,27.0,0
CUST-0760,Vortex Cloud,37,One year,110.65,3773.54,317,Electronic check,Fiber optic,No,No internet,9,6,28.0,0
CUST-0761,Helix Software,3,Month-to-month,81.95,260.19,398,Credit card,Fiber optic,Yes,No,21,2,35.0,1
CUST-0762,Skyward Tech,8,One year,52.8,394.59,238,Credit card,DSL,No internet,No,17,1,55.0,0
CUST-0763,Vortex Cloud,6,Month-to-month,118.93,647.46,425,Credit card,DSL,Yes,Yes,16,0,39.0,0
CUST-0764,TechVibe,32,Month-to-month,49.86,1495.19,124,Credit card,DSL,No,No internet,18,4,63.0,0
CUST-0765,BrightPath,1,Month-to-month,83.55,87.98,290,Electronic check,Fiber optic,No internet,No internet,15,0,53.0,0
CUST-0766,NovaTech,20,Month-to-month,72.48,1422.09,239,Bank transfer,Fiber optic,No,Yes,11,4,48.0,0
CUST-0767,BrightPath,34,One year,97.54,3563.44,251,Electronic check,No,No,Yes,13,1,14.0,1
CUST-0768,FusionHub,50,Month-to-month,104.04,5227.71,232,Electronic check,DSL,No,Yes,10,3,45.0,1
CUST-0769,Skyward Tech,10,One year,65.8,595.13,173,Credit card,DSL,No internet,Yes,10,2,36.0,0
CUST-0770,CoreStack,41,Month-to-month,46.16,1974.59,152,Electronic check,No,No,No internet,12,2,75.0,0
CUST-0771,Skyward Tech,2,Month-to-month,76.5,141.07,208,Bank transfer,DSL,No internet,No,12,3,51.0,0
CUST-0772,NetPulse,44,One year,48.06,2237.03,99,Credit card,Fiber optic,Yes,Yes,21,1,64.0,0
CUST-0773,NovaTech,3,Month-to-month,115.33,323.02,466,Credit card,Fiber optic,No,No,16,1,49.0,0
CUST-0774,Catalyst AI,12,Month-to-month,68.41,795.54,214,Credit card,Fiber optic,No internet,No internet,14,1,58.0,0
CUST-0775,Pixel Labs,38,One year,55.87,2234.0,71,Electronic check,DSL,Yes,No,17,2,80.0,0
CUST-0776,Helix Software,3,Month-to-month,69.62,227.83,172,Electronic check,DSL,No,No,12,1,59.0,1
CUST-0777,Apex Digital,6,Two year,31.32,183.09,142,Mailed check,DSL,Yes,Yes,9,1,70.0,0
CUST-0778,Vortex Cloud,30,Month-to-month,40.71,1301.76,164,Electronic check,Fiber optic,No,No internet,15,1,52.0,0
CUST-0779,Prism Analytics,30,Month-to-month,95.01,2674.03,218,Electronic check,Fiber optic,No,No internet,12,3,74.0,0
CUST-0780,Apex Digital,24,One year,48.58,1237.55,231,Mailed check,DSL,No,Yes,13,6,77.0,0
CUST-0781,TechVibe,28,Month-to-month,38.83,1121.49,51,Bank transfer,Fiber optic,Yes,Yes,13,2,88.0,1
CUST-0782,Streamline Co,18,Month-to-month,78.42,1324.82,380,Bank transfer,No,Yes,Yes,21,0,18.0,0
CUST-0783,DataFlow Inc,6,Month-to-month,94.64,545.41,188,Electronic check,DSL,Yes,Yes,14,0,54.0,0
CUST-0784,Vortex Cloud,10,Month-to-month,82.97,768.6,86,Bank transfer,Fiber optic,No,No,20,3,35.0,0
CUST-0785,Pixel Labs,4,Two year,89.9,351.18,246,Electronic check,Fiber optic,No,No internet,23,3,66.0,0
CUST-0786,NovaTech,57,Month-to-month,46.08,2470.88,112,Electronic check,DSL,No internet,No,13,4,95.0,0
CUST-0787,NovaTech,21,One year,29.45,636.26,93,Bank transfer,DSL,No,No internet,16,2,53.0,0
CUST-0788,Apex Digital,12,Two year,102.53,1352.04,429,Bank transfer,Fiber optic,No,No,14,0,37.0,1
CUST-0789,Acme Corp,14,Month-to-month,56.93,719.23,249,Bank transfer,No,No internet,No,18,2,51.0,0
CUST-0790,BlueShift,70,Two year,58.73,4144.75,153,Electronic check,No,No,No,22,3,56.0,0
CUST-0791,NovaTech,3,Month-to-month,98.2,298.94,267,Credit card,Fiber optic,No internet,Yes,12,2,72.0,0
CUST-0792,Streamline Co,21,Two year,78.91,1794.39,126,Bank transfer,Fiber optic,No,No,5,1,34.0,0
CUST-0793,Streamline Co,16,Month-to-month,76.4,1223.87,91,Bank transfer,Fiber optic,Yes,No,9,2,82.0,0
CUST-0794,FusionHub,22,One year,119.13,2643.77,425,Bank transfer,Fiber optic,Yes,Yes,12,2,80.0,0
CUST-0795,ZenithOS,1,Month-to-month,48.91,48.63,62,Credit card,Fiber optic,No,No,11,1,45.0,1
CUST-0796,FusionHub,49,Month-to-month,88.2,4122.05,347,Bank transfer,DSL,Yes,No,9,1,54.0,0
CUST-0797,TechVibe,64,One year,66.43,3874.01,210,Bank transfer,Fiber optic,No,No internet,12,4,41.0,1
CUST-0798,Vortex Cloud,19,One year,71.71,1337.6,129,Credit card,Fiber optic,No,No,21,2,53.0,1
CUST-0799,Vortex Cloud,28,Month-to-month,103.21,2631.29,326,Bank transfer,Fiber optic,No,No internet,13,4,34.0,1
CUST-0800,Vortex Cloud,61,Month-to-month,77.7,4787.56,135,Mailed check,No,No,No,14,1,65.0,1
